ENTOLLSTATIONHEX,EntryHour,EntryCount
37013412,17,1195
37013412,18,591
37013412,19,385
37013412,20,283
37013412,21,181
37013412,22,110
37013412,23,85
37013413,0,20
37013413,1,15
37013413,2,10
37013413,3,18
37013413,4,34
37013413,5,52
37013413,6,100
37013413,7,128
37013413,8,149
37013413,9,154
37013413,10,170
37013413,11,173
37013413,12,161
37013413,13,169
37013413,14,202
37013413,15,222
37013413,16,210
37013413,17,230
37013413,18,116
37013413,19,95
37013413,20,71
37013413,21,36
37013413,22,26
37013413,23,23
37013414,0,22
37013414,1,15
37013414,2,11
37013414,3,30
37013414,4,39
37013414,5,68
37013414,6,115
37013414,7,259
37013414,8,302
37013414,9,309
37013414,10,254
37013414,11,210
37013414,12,216
37013414,13,224
37013414,14,264
37013414,15,264
37013414,16,266
37013414,17,299
37013414,18,232
37013414,19,128
37013414,20,109
37013414,21,70
37013414,22,53
37013414,23,21
37013415,0,7
37013415,1,6
37013415,2,11
37013415,3,14
37013415,4,18
37013415,5,43
37013415,6,90
37013415,7,108
37013415,8,159
37013415,9,143
37013415,10,169
37013415,11,154
37013415,12,147
37013415,13,151
37013415,14,189
37013415,15,179
37013415,16,224
37013415,17,219
37013415,18,119
37013415,19,62
37013415,20,62
37013415,21,47
37013415,22,29
37013415,23,20
37013416,0,8
37013416,1,9
37013416,2,12
37013416,3,13
37013416,4,24
37013416,5,40
37013416,6,80
37013416,7,241
37013416,8,220
37013416,9,241
37013416,10,215
37013416,11,187
37013416,12,156
37013416,13,180
37013416,14,221
37013416,15,251
37013416,16,243
37013416,17,244
37013416,18,174
37013416,19,105
37013416,20,88
37013416,21,54
37013416,22,40
37013416,23,19
37013611,20,1
37013612,21,1
37013621,21,1
37013812,0,19
37013812,1,12
37013812,2,11
37013812,3,22
37013812,4,32
37013812,5,59
37013812,6,141
37013812,7,223
37013812,8,290
37013812,9,259
37013812,10,286
37013812,11,220
37013812,12,239
37013812,13,262
37013812,14,277
37013812,15,282
37013812,16,282
37013812,17,301
37013812,18,197
37013812,19,145
37013812,20,106
37013812,21,78
37013812,22,39
37013812,23,31
37013813,0,23
37013813,1,21
37013813,2,27
37013813,3,33
37013813,4,47
37013813,5,121
37013813,6,207
37013813,7,344
37013813,8,526
37013813,9,481
37013813,10,454
37013813,11,400
37013813,12,375
37013813,13,486
37013813,14,552
37013813,15,528
37013813,16,489
37013813,17,384
37013813,18,203
37013813,19,153
37013813,20,127
37013813,21,92
37013813,22,65
37013813,23,37
37013814,0,21
37013814,1,27
37013814,2,43
37013814,3,44
37013814,4,82
37013814,5,170
37013814,6,338
37013814,7,521
37013814,8,686
37013814,9,579
37013814,10,486
37013814,11,381
37013814,12,449
37013814,13,521
37013814,14,557
37013814,15,531
37013814,16,499
37013814,17,503
37013814,18,251
37013814,19,181
37013814,20,136
37013814,21,89
37013814,22,45
37013814,23,23
37013815,0,16
37013815,1,18
37013815,2,14
37013815,3,54
37013815,4,68
37013815,5,147
37013815,6,252
37013815,7,313
37013815,8,371
37013815,9,331
37013815,10,351
37013815,11,271
37013815,12,313
37013815,13,385
37013815,14,466
37013815,15,412
37013815,16,438
37013815,17,385
37013815,18,209
37013815,19,125
37013815,20,127
37013815,21,92
37013815,22,49
37013815,23,34
37013816,0,41
37013816,1,39
37013816,2,43
37013816,3,57
37013816,4,74
37013816,5,153
37013816,6,231
37013816,7,221
37013816,8,236
37013816,9,270
37013816,10,272
37013816,11,261
37013816,12,296
37013816,13,308
37013816,14,339
37013816,15,368
37013816,16,368
37013816,17,306
37013816,18,224
37013816,19,185
37013816,20,145
37013816,21,115
37013816,22,76
37013816,23,44
37013821,0,39
37013821,1,28
37013821,2,32
37013821,3,48
37013821,4,125
37013821,5,174
37013821,6,250
37013821,7,316
37013821,8,360
37013821,9,409
37013821,10,441
37013821,11,408
37013821,12,396
37013821,13,412
37013821,14,521
37013821,15,658
37013821,16,701
37013821,17,616
37013821,18,281
37013821,19,208
37013821,20,175
37013821,21,129
37013821,22,76
37013821,23,49
37013822,0,54
37013822,1,53
37013822,2,57
37013822,3,92
37013822,4,165
37013822,5,365
37013822,6,723
37013822,7,1201
37013822,8,1329
37013822,9,1315
37013822,10,1145
37013822,11,891
37013822,12,919
37013822,13,1008
37013822,14,1162
37013822,15,1134
37013822,16,1002
37013822,17,928
37013822,18,622
37013822,19,435
37013822,20,354
37013822,21,253
37013822,22,137
37013822,23,82
37013823,0,30
37013823,1,26
37013823,2,34
37013823,3,50
37013823,4,125
37013823,5,179
37013823,6,262
37013823,7,367
37013823,8,467
37013823,9,491
37013823,10,447
37013823,11,429
37013823,12,380
37013823,13,448
37013823,14,561
37013823,15,524
37013823,16,507
37013823,17,404
37013823,18,268
37013823,19,190
37013823,20,135
37013823,21,86
37013823,22,61
37013823,23,40
37013824,0,21
37013824,1,25
37013824,2,28
37013824,3,43
37013824,4,71
37013824,5,95
37013824,6,183
37013824,7,289
37013824,8,341
37013824,9,370
37013824,10,359
37013824,11,291
37013824,12,294
37013824,13,357
37013824,14,396
37013824,15,391
37013824,16,334
37013824,17,304
37013824,18,236
37013824,19,145
37013824,20,85
37013824,21,71
37013824,22,26
37013824,23,21
37013825,0,37
37013825,1,16
37013825,2,24
37013825,3,32
37013825,4,40
37013825,5,78
37013825,6,176
37013825,7,203
37013825,8,380
37013825,9,333
37013825,10,346
37013825,11,307
37013825,12,303
37013825,13,329
37013825,14,383
37013825,15,371
37013825,16,404
37013825,17,376
37013825,18,227
37013825,19,177
37013825,20,102
37013825,21,70
37013825,22,55
37013825,23,32
37013831,0,18
37013831,1,17
37013831,2,25
37013831,3,41
37013831,4,81
37013831,5,134
37013831,6,287
37013831,7,329
37013831,8,508
37013831,9,477
37013831,10,494
37013831,11,442
37013831,12,332
37013831,13,419
37013831,14,532
37013831,15,499
37013831,16,588
37013831,17,604
37013831,18,361
37013831,19,223
37013831,20,156
37013831,21,114
37013831,22,83
37013831,23,46
37013832,0,83
37013832,1,46
37013832,2,50
37013832,3,68
37013832,4,101
37013832,5,224
37013832,6,567
37013832,7,1000
37013832,8,1329
37013832,9,1548
37013832,10,1152
37013832,11,933
37013832,12,787
37013832,13,947
37013832,14,1033
37013832,15,957
37013832,16,1012
37013832,17,895
37013832,18,635
37013832,19,425
37013832,20,279
37013832,21,247
37013832,22,155
37013832,23,117
37013833,0,18
37013833,1,21
37013833,2,17
37013833,3,28
37013833,4,52
37013833,5,183
37013833,6,373
37013833,7,402
37013833,8,451
37013833,9,421
37013833,10,357
37013833,11,260
37013833,12,284
37013833,13,369
37013833,14,351
37013833,15,409
37013833,16,466
37013833,17,422
37013833,18,235
37013833,19,170
37013833,20,114
37013833,21,79
37013833,22,53
37013833,23,32
37013834,0,15
37013834,1,14
37013834,2,15
37013834,3,21
37013834,4,30
37013834,5,66
37013834,6,91
37013834,7,106
37013834,8,155
37013834,9,158
37013834,10,162
37013834,11,147
37013834,12,167
37013834,13,201
37013834,14,176
37013834,15,188
37013834,16,188
37013834,17,172
37013834,18,112
37013834,19,78
37013834,20,62
37013834,21,48
37013834,22,43
37013834,23,27
37013A11,0,10
37013A11,1,8
37013A11,2,15
37013A11,3,7
37013A11,4,16
37013A11,5,41
37013A11,6,48
37013A11,7,70
37013A11,8,79
37013A11,9,83
37013A11,10,106
37013A11,11,97
37013A11,12,74
37013A11,13,113
37013A11,14,119
37013A11,15,128
37013A11,16,165
37013A11,17,141
37013A11,18,96
37013A11,19,65
37013A11,20,51
37013A11,21,53
37013A11,22,28
37013A11,23,16
37013A12,0,3
37013A12,1,6
37013A12,2,13
37013A12,3,15
37013A12,4,14
37013A12,5,41
37013A12,6,73
37013A12,7,88
37013A12,8,174
37013A12,9,163
37013A12,10,151
37013A12,11,146
37013A12,12,109
37013A12,13,150
37013A12,14,187
37013A12,15,198
37013A12,16,207
37013A12,17,340
37013A12,18,106
37013A12,19,67
37013A12,20,29
37013A12,21,22
37013A12,22,21
37013A12,23,17
37013A13,0,13
37013A13,1,10
37013A13,2,8
37013A13,3,15
37013A13,4,25
37013A13,5,45
37013A13,6,104
37013A13,7,167
37013A13,8,260
37013A13,9,220
37013A13,10,206
37013A13,11,150
37013A13,12,165
37013A13,13,198
37013A13,14,221
37013A13,15,215
37013A13,16,208
37013A13,17,257
37013A13,18,150
37013A13,19,80
37013A13,20,65
37013A13,21,48
37013A13,22,33
37013A13,23,15
37013C11,0,104
37013C11,1,68
37013C11,2,56
37013C11,3,68
37013C11,4,100
37013C11,5,201
37013C11,6,653
37013C11,7,827
37013C11,8,991
37013C11,9,972
37013C11,10,897
37013C11,11,844
37013C11,12,783
37013C11,13,893
37013C11,14,941
37013C11,15,1190
37013C11,16,1527
37013C11,17,1528
37013C11,18,993
37013C11,19,647
37013C11,20,601
37013C11,21,542
37013C11,22,377
37013C11,23,210
37013C12,0,19
37013C12,1,19
37013C12,2,33
37013C12,3,55
37013C12,4,43
37013C12,5,137
37013C12,6,172
37013C12,7,204
37013C12,8,224
37013C12,9,191
37013C12,10,238
37013C12,11,213
37013C12,12,218
37013C12,13,318
37013C12,14,316
37013C12,15,345
37013C12,16,398
37013C12,17,403
37013C12,18,170
37013C12,19,130
37013C12,20,143
37013C12,21,120
37013C12,22,78
37013C12,23,40
37013C13,0,26
37013C13,1,12
37013C13,2,14
37013C13,3,23
37013C13,4,62
37013C13,5,220
37013C13,6,366
37013C13,7,512
37013C13,8,633
37013C13,9,595
37013C13,10,557
37013C13,11,493
37013C13,12,537
37013C13,13,578
37013C13,14,695
37013C13,15,776
37013C13,16,818
37013C13,17,885
37013C13,18,444
37013C13,19,265
37013C13,20,183
37013C13,21,147
37013C13,22,83
37013C13,23,49
37013C14,0,30
37013C14,1,19
37013C14,2,21
37013C14,3,34
37013C14,4,109
37013C14,5,325
37013C14,6,775
37013C14,7,880
37013C14,8,898
37013C14,9,743
37013C14,10,672
37013C14,11,546
37013C14,12,669
37013C14,13,786
37013C14,14,915
37013C14,15,931
37013C14,16,976
37013C14,17,869
37013C14,18,538
37013C14,19,296
37013C14,20,258
37013C14,21,182
37013C14,22,115
37013C14,23,71
37013C15,0,6
37013C15,1,4
37013C15,2,7
37013C15,3,15
37013C15,4,47
37013C15,5,187
37013C15,6,113
37013C15,7,138
37013C15,8,128
37013C15,9,160
37013C15,10,148
37013C15,11,82
37013C15,12,115
37013C15,13,169
37013C15,14,174
37013C15,15,152
37013C15,16,240
37013C15,17,177
37013C15,18,103
37013C15,19,72
37013C15,20,66
37013C15,21,41
37013C15,22,35
37013C15,23,22
37013C16,0,10
37013C16,1,9
37013C16,2,10
37013C16,3,14
37013C16,4,29
37013C16,5,66
37013C16,6,145
37013C16,7,269
37013C16,8,351
37013C16,9,303
37013C16,10,251
37013C16,11,183
37013C16,12,200
37013C16,13,255
37013C16,14,313
37013C16,15,272
37013C16,16,262
37013C16,17,274
37013C16,18,190
37013C16,19,73
37013C16,20,72
37013C16,21,43
37013C16,22,29
37013C16,23,17
37013C17,0,5
37013C17,1,2
37013C17,2,5
37013C17,3,6
37013C17,4,12
37013C17,5,24
37013C17,6,26
37013C17,7,39
37013C17,8,49
37013C17,9,47
37013C17,10,32
37013C17,11,37
37013C17,12,40
37013C17,13,31
37013C17,14,35
37013C17,15,57
37013C17,16,57
37013C17,17,61
37013C17,18,30
37013C17,19,23
37013C17,20,14
37013C17,21,23
37013C17,22,10
37013C17,23,7
37013E11,0,29
37013E11,1,44
37013E11,2,34
37013E11,3,30
37013E11,4,58
37013E11,5,169
37013E11,6,509
37013E11,7,874
37013E11,8,799
37013E11,9,569
37013E11,10,473
37013E11,11,452
37013E11,12,454
37013E11,13,512
37013E11,14,564
37013E11,15,598
37013E11,16,675
37013E11,17,474
37013E11,18,275
37013E11,19,150
37013E11,20,143
37013E11,21,99
37013E11,22,76
37013E11,23,75
37013E12,0,23
37013E12,1,12
37013E12,2,11
37013E12,3,25
37013E12,4,46
37013E12,5,195
37013E12,6,380
37013E12,7,454
37013E12,8,528
37013E12,9,412
37013E12,10,377
37013E12,11,331
37013E12,12,393
37013E12,13,458
37013E12,14,496
37013E12,15,545
37013E12,16,598
37013E12,17,588
37013E12,18,293
37013E12,19,159
37013E12,20,105
37013E12,21,90
37013E12,22,63
37013E12,23,38
37013E13,0,8
37013E13,1,5
37013E13,2,16
37013E13,3,7
37013E13,4,29
37013E13,5,131
37013E13,6,229
37013E13,7,313
37013E13,8,355
37013E13,9,330
37013E13,10,335
37013E13,11,324
37013E13,12,349
37013E13,13,394
37013E13,14,437
37013E13,15,584
37013E13,16,733
37013E13,17,788
37013E13,18,293
37013E13,19,142
37013E13,20,80
37013E13,21,54
37013E13,22,24
37013E13,23,21
37013E14,0,11
37013E14,1,10
37013E14,2,14
37013E14,3,18
37013E14,4,39
37013E14,5,58
37013E14,6,151
37013E14,7,246
37013E14,8,230
37013E14,9,238
37013E14,10,230
37013E14,11,196
37013E14,12,205
37013E14,13,301
37013E14,14,351
37013E14,15,407
37013E14,16,559
37013E14,17,514
37013E14,18,183
37013E14,19,117
37013E14,20,69
37013E14,21,40
37013E14,22,17
37013E14,23,12
37013E15,0,20
37013E15,1,8
37013E15,2,13
37013E15,3,7
37013E15,4,30
37013E15,5,75
37013E15,6,193
37013E15,7,261
37013E15,8,357
37013E15,9,286
37013E15,10,268
37013E15,11,280
37013E15,12,261
37013E15,13,301
37013E15,14,328
37013E15,15,392
37013E15,16,640
37013E15,17,818
37013E15,18,272
37013E15,19,147
37013E15,20,104
37013E15,21,52
37013E15,22,31
37013E15,23,34
37013E16,0,27
37013E16,1,29
37013E16,2,17
37013E16,3,22
37013E16,4,37
37013E16,5,179
37013E16,6,625
37013E16,7,1360
37013E16,8,1195
37013E16,9,921
37013E16,10,812
37013E16,11,716
37013E16,12,753
37013E16,13,912
37013E16,14,995
37013E16,15,1077
37013E16,16,1368
37013E16,17,1430
37013E16,18,600
37013E16,19,324
37013E16,20,280
37013E16,21,193
37013E16,22,107
37013E16,23,59
37013E17,0,23
37013E17,1,12
37013E17,2,12
37013E17,3,21
37013E17,4,47
37013E17,5,144
37013E17,6,555
37013E17,7,1485
37013E17,8,1355
37013E17,9,1057
37013E17,10,891
37013E17,11,666
37013E17,12,641
37013E17,13,784
37013E17,14,718
37013E17,15,742
37013E17,16,1039
37013E17,17,1123
37013E17,18,484
37013E17,19,231
37013E17,20,164
37013E17,21,88
37013E17,22,78
37013E17,23,33
37013E18,0,68
37013E18,1,71
37013E18,2,48
37013E18,3,47
37013E18,4,89
37013E18,5,195
37013E18,6,576
37013E18,7,1445
37013E18,8,1752
37013E18,9,1458
37013E18,10,1084
37013E18,11,777
37013E18,12,760
37013E18,13,801
37013E18,14,867
37013E18,15,821
37013E18,16,806
37013E18,17,750
37013E18,18,544
37013E18,19,369
37013E18,20,270
37013E18,21,218
37013E18,22,129
37013E18,23,94
37014011,0,55
37014011,1,40
37014011,2,36
37014011,3,31
37014011,4,49
37014011,5,143
37014011,6,331
37014011,7,1149
37014011,8,1366
37014011,9,1341
37014011,10,1122
37014011,11,857
37014011,12,673
37014011,13,688
37014011,14,828
37014011,15,925
37014011,16,1014
37014011,17,1113
37014011,18,717
37014011,19,435
37014011,20,340
37014011,21,267
37014011,22,191
37014011,23,81
37014012,0,36
37014012,1,19
37014012,2,15
37014012,3,20
37014012,4,61
37014012,5,171
37014012,6,391
37014012,7,981
37014012,8,1132
37014012,9,1020
37014012,10,854
37014012,11,626
37014012,12,559
37014012,13,770
37014012,14,900
37014012,15,843
37014012,16,986
37014012,17,912
37014012,18,620
37014012,19,332
37014012,20,276
37014012,21,186
37014012,22,121
37014012,23,60
37014013,0,15
37014013,1,13
37014013,2,19
37014013,3,20
37014013,4,24
37014013,5,51
37014013,6,172
37014013,7,267
37014013,8,330
37014013,9,309
37014013,10,289
37014013,11,239
37014013,12,212
37014013,13,282
37014013,14,320
37014013,15,299
37014013,16,333
37014013,17,292
37014013,18,204
37014013,19,125
37014013,20,70
37014013,21,69
37014013,22,32
37014013,23,20
37014014,0,23
37014014,1,13
37014014,2,20
37014014,3,26
37014014,4,34
37014014,5,75
37014014,6,127
37014014,7,218
37014014,8,253
37014014,9,224
37014014,10,205
37014014,11,187
37014014,12,151
37014014,13,236
37014014,14,216
37014014,15,264
37014014,16,289
37014014,17,261
37014014,18,183
37014014,19,98
37014014,20,81
37014014,21,42
37014014,22,47
37014014,23,42
37014015,0,13
37014015,1,13
37014015,2,4
37014015,3,6
37014015,4,7
37014015,5,34
37014015,6,108
37014015,7,121
37014015,8,160
37014015,9,159
37014015,10,133
37014015,11,110
37014015,12,99
37014015,13,141
37014015,14,187
37014015,15,184
37014015,16,193
37014015,17,161
37014015,18,80
37014015,19,39
37014015,20,48
37014015,21,26
37014015,22,16
37014015,23,6
37014018,0,45
37014018,1,41
37014018,2,26
37014018,3,24
37014018,4,60
37014018,5,84
37014018,6,245
37014018,7,887
37014018,8,988
37014018,9,779
37014018,10,697
37014018,11,565
37014018,12,423
37014018,13,500
37014018,14,579
37014018,15,602
37014018,16,704
37014018,17,805
37014018,18,530
37014018,19,281
37014018,20,231
37014018,21,191
37014018,22,106
37014018,23,74
37014411,0,6
37014411,1,8
37014411,2,1
37014411,3,3
37014411,4,3
37014411,5,4
37014411,6,27
37014411,7,43
37014411,8,56
37014411,9,58
37014411,10,54
37014411,11,86
37014411,12,50
37014411,13,54
37014411,14,99
37014411,15,61
37014411,16,74
37014411,17,97
37014411,18,62
37014411,19,23
37014411,20,25
37014411,21,11
37014411,22,4
37014411,23,4
37014412,0,13
37014412,1,9
37014412,2,5
37014412,3,10
37014412,4,25
37014412,5,50
37014412,6,98
37014412,7,192
37014412,8,246
37014412,9,296
37014412,10,236
37014412,11,189
37014412,12,166
37014412,13,213
37014412,14,268
37014412,15,257
37014412,16,278
37014412,17,258
37014412,18,150
37014412,19,116
37014412,20,67
37014412,21,55
37014412,22,27
37014412,23,14
37014413,0,9
37014413,1,10
37014413,2,2
37014413,3,16
37014413,4,9
37014413,5,31
37014413,6,90
37014413,7,130
37014413,8,156
37014413,9,118
37014413,10,144
37014413,11,100
37014413,12,96
37014413,13,120
37014413,14,146
37014413,15,127
37014413,16,144
37014413,17,140
37014413,18,90
37014413,19,50
37014413,20,29
37014413,21,27
37014413,22,11
37014413,23,12
37014414,0,14
37014414,1,6
37014414,2,6
37014414,3,12
37014414,4,25
37014414,5,39
37014414,6,88
37014414,7,198
37014414,8,247
37014414,9,289
37014414,10,253
37014414,11,172
37014414,12,156
37014414,13,215
37014414,14,220
37014414,15,250
37014414,16,215
37014414,17,238
37014414,18,166
37014414,19,71
37014414,20,73
37014414,21,45
37014414,22,40
37014414,23,26
37014611,0,11
37014611,1,12
37014611,2,11
37014611,3,17
37014611,4,25
37014611,5,47
37014611,6,119
37014611,7,192
37014611,8,327
37014611,9,307
37014611,10,276
37014611,11,226
37014611,12,211
37014611,13,271
37014611,14,315
37014611,15,338
37014611,16,296
37014611,17,190
37014611,18,123
37014611,19,106
37014611,20,51
37014611,21,23
37014611,22,23
37014611,23,21
37014612,0,15
37014612,1,10
37014612,2,15
37014612,3,16
37014612,4,18
37014612,5,32
37014612,6,71
37014612,7,160
37014612,8,201
37014612,9,196
37014612,10,159
37014612,11,137
37014612,12,133
37014612,13,165
37014612,14,173
37014612,15,158
37014612,16,149
37014612,17,130
37014612,18,76
37014612,19,85
37014612,20,64
37014612,21,45
37014612,22,30
37014612,23,19
37014613,0,1
37014613,2,2
37014613,3,3
37014613,5,10
37014613,6,29
37014613,7,50
37014613,8,36
37014613,9,43
37014613,10,29
37014613,11,30
37014613,12,34
37014613,13,41
37014613,14,53
37014613,15,47
37014613,16,44
37014613,17,31
37014613,18,16
37014613,19,19
37014613,20,8
37014613,21,4
37014613,22,3
37014613,23,4
37014614,0,7
37014614,1,14
37014614,2,8
37014614,3,11
37014614,4,18
37014614,5,22
37014614,6,39
37014614,7,63
37014614,8,76
37014614,9,109
37014614,10,109
37014614,11,120
37014614,12,110
37014614,13,131
37014614,14,123
37014614,15,128
37014614,16,120
37014614,17,149
37014614,18,98
37014614,19,59
37014614,20,35
37014614,21,21
37014614,22,20
37014614,23,15
37014811,0,13
37014811,1,11
37014811,2,10
37014811,3,8
37014811,4,11
37014811,5,33
37014811,6,85
37014811,7,162
37014811,8,227
37014811,9,260
37014811,10,208
37014811,11,200
37014811,12,146
37014811,13,204
37014811,14,227
37014811,15,231
37014811,16,269
37014811,17,271
37014811,18,180
37014811,19,81
37014811,20,60
37014811,21,41
37014811,22,32
37014811,23,31
37014812,0,10
37014812,1,8
37014812,2,2
37014812,3,10
37014812,4,19
37014812,5,47
37014812,6,83
37014812,7,126
37014812,8,128
37014812,9,126
37014812,10,112
37014812,11,91
37014812,12,90
37014812,13,144
37014812,14,135
37014812,15,138
37014812,16,159
37014812,17,143
37014812,18,66
37014812,19,39
37014812,20,42
37014812,21,25
37014812,22,22
37014812,23,10
37014813,0,23
37014813,1,9
37014813,2,21
37014813,3,17
37014813,4,36
37014813,5,47
37014813,6,108
37014813,7,124
37014813,8,173
37014813,9,175
37014813,10,158
37014813,11,120
37014813,12,115
37014813,13,151
37014813,14,158
37014813,15,150
37014813,16,154
37014813,17,145
37014813,18,77
37014813,19,71
37014813,20,65
37014813,21,46
37014813,22,31
37014813,23,13
37014A12,0,4
37014A12,1,2
37014A12,2,4
37014A12,3,7
37014A12,4,12
37014A12,5,34
37014A12,6,54
37014A12,7,129
37014A12,8,136
37014A12,9,147
37014A12,10,132
37014A12,11,109
37014A12,12,110
37014A12,13,129
37014A12,14,130
37014A12,15,128
37014A12,16,141
37014A12,17,115
37014A12,18,63
37014A12,19,31
37014A12,20,28
37014A12,21,15
37014A12,22,11
37014A12,23,6
37014A13,0,3
37014A13,1,3
37014A13,4,5
37014A13,5,18
37014A13,6,44
37014A13,7,87
37014A13,8,118
37014A13,9,111
37014A13,10,102
37014A13,11,69
37014A13,12,65
37014A13,13,102
37014A13,14,102
37014A13,15,133
37014A13,16,173
37014A13,17,279
37014A13,18,90
37014A13,19,53
37014A13,20,32
37014A13,21,8
37014A13,22,9
37014A13,23,5
37014A14,0,6
37014A14,1,7
37014A14,2,2
37014A14,3,3
37014A14,4,10
37014A14,5,16
37014A14,6,53
37014A14,7,105
37014A14,8,162
37014A14,9,187
37014A14,10,150
37014A14,11,107
37014A14,12,115
37014A14,13,122
37014A14,14,136
37014A14,15,128
37014A14,16,141
37014A14,17,97
37014A14,18,57
37014A14,19,41
37014A14,20,43
37014A14,21,23
37014A14,22,16
37014A14,23,14
37014A15,0,1
37014A15,1,2
37014A15,2,3
37014A15,3,3
37014A15,4,6
37014A15,5,14
37014A15,6,48
37014A15,7,148
37014A15,8,178
37014A15,9,154
37014A15,10,101
37014A15,11,64
37014A15,12,68
37014A15,13,94
37014A15,14,96
37014A15,15,93
37014A15,16,128
37014A15,17,105
37014A15,18,62
37014A15,19,40
37014A15,20,32
37014A15,21,14
37014A15,22,10
37014A15,23,4
37014C11,0,10
37014C11,1,7
37014C11,2,25
37014C11,3,19
37014C11,4,28
37014C11,5,52
37014C11,6,119
37014C11,7,139
37014C11,8,177
37014C11,9,229
37014C11,10,188
37014C11,11,186
37014C11,12,162
37014C11,13,179
37014C11,14,174
37014C11,15,211
37014C11,16,213
37014C11,17,233
37014C11,18,119
37014C11,19,78
37014C11,20,51
37014C11,21,58
37014C11,22,30
37014C11,23,30
37014C12,0,8
37014C12,1,2
37014C12,2,8
37014C12,3,6
37014C12,4,14
37014C12,5,23
37014C12,6,41
37014C12,7,76
37014C12,8,89
37014C12,9,143
37014C12,10,110
37014C12,11,120
37014C12,12,129
37014C12,13,153
37014C12,14,104
37014C12,15,126
37014C12,16,121
37014C12,17,141
37014C12,18,128
37014C12,19,44
37014C12,20,35
37014C12,21,47
37014C12,22,16
37014C12,23,11
37014C13,0,21
37014C13,1,15
37014C13,2,19
37014C13,3,30
37014C13,4,80
37014C13,5,81
37014C13,6,166
37014C13,7,212
37014C13,8,338
37014C13,9,310
37014C13,10,349
37014C13,11,298
37014C13,12,311
37014C13,13,370
37014C13,14,384
37014C13,15,347
37014C13,16,437
37014C13,17,521
37014C13,18,283
37014C13,19,194
37014C13,20,160
37014C13,21,108
37014C13,22,55
37014C13,23,49
37014C14,0,19
37014C14,1,11
37014C14,2,13
37014C14,3,16
37014C14,4,24
37014C14,5,62
37014C14,6,87
37014C14,7,172
37014C14,8,233
37014C14,9,242
37014C14,10,171
37014C14,11,200
37014C14,12,188
37014C14,13,211
37014C14,14,273
37014C14,15,262
37014C14,16,249
37014C14,17,232
37014C14,18,185
37014C14,19,88
37014C14,20,74
37014C14,21,50
37014C14,22,45
37014C14,23,23
37014C15,0,13
37014C15,1,8
37014C15,2,4
37014C15,3,7
37014C15,4,17
37014C15,5,28
37014C15,6,40
37014C15,7,46
37014C15,8,69
37014C15,9,97
37014C15,10,95
37014C15,11,82
37014C15,12,91
37014C15,13,100
37014C15,14,101
37014C15,15,112
37014C15,16,136
37014C15,17,105
37014C15,18,79
37014C15,19,47
37014C15,20,31
37014C15,21,22
37014C15,22,23
37014C15,23,20
37014C17,0,5
37014C17,1,9
37014C17,2,3
37014C17,3,7
37014C17,4,18
37014C17,5,20
37014C17,6,67
37014C17,7,153
37014C17,8,229
37014C17,9,243
37014C17,10,181
37014C17,11,135
37014C17,12,134
37014C17,13,125
37014C17,14,176
37014C17,15,141
37014C17,16,177
37014C17,17,166
37014C17,18,107
37014C17,19,51
37014C17,20,43
37014C17,21,38
37014C17,22,21
37014C17,23,22
37014E11,0,30
37014E11,1,20
37014E11,2,23
37014E11,3,28
37014E11,4,86
37014E11,5,147
37014E11,6,300
37014E11,7,411
37014E11,8,417
37014E11,9,410
37014E11,10,389
37014E11,11,361
37014E11,12,411
37014E11,13,377
37014E11,14,456
37014E11,15,524
37014E11,16,557
37014E11,17,605
37014E11,18,353
37014E11,19,232
37014E11,20,145
37014E11,21,143
37014E11,22,85
37014E11,23,59
37014E12,0,24
37014E12,1,10
37014E12,2,14
37014E12,3,46
37014E12,4,44
37014E12,5,90
37014E12,6,213
37014E12,7,203
37014E12,8,259
37014E12,9,235
37014E12,10,255
37014E12,11,216
37014E12,12,212
37014E12,13,247
37014E12,14,277
37014E12,15,353
37014E12,16,341
37014E12,17,317
37014E12,18,203
37014E12,19,176
37014E12,20,197
37014E12,21,128
37014E12,22,88
37014E12,23,57
37014E21,0,20
37014E21,1,10
37014E21,2,15
37014E21,3,24
37014E21,4,58
37014E21,5,129
37014E21,6,226
37014E21,7,274
37014E21,8,272
37014E21,9,294
37014E21,10,250
37014E21,11,207
37014E21,12,158
37014E21,13,229
37014E21,14,298
37014E21,15,313
37014E21,16,265
37014E21,17,237
37014E21,18,163
37014E21,19,133
37014E21,20,98
37014E21,21,76
37014E21,22,43
37014E21,23,26
37014E22,0,3
37014E22,1,4
37014E22,2,6
37014E22,3,7
37014E22,4,25
37014E22,5,80
37014E22,6,133
37014E22,7,166
37014E22,8,258
37014E22,9,242
37014E22,10,205
37014E22,11,158
37014E22,12,162
37014E22,13,227
37014E22,14,247
37014E22,15,280
37014E22,16,298
37014E22,17,253
37014E22,18,130
37014E22,19,74
37014E22,20,60
37014E22,21,45
37014E22,22,26
37014E22,23,14
37014E23,0,13
37014E23,1,14
37014E23,2,11
37014E23,3,21
37014E23,4,42
37014E23,5,115
37014E23,6,206
37014E23,7,284
37014E23,8,364
37014E23,9,366
37014E23,10,323
37014E23,11,264
37014E23,12,203
37014E23,13,331
37014E23,14,345
37014E23,15,336
37014E23,16,344
37014E23,17,258
37014E23,18,194
37014E23,19,108
37014E23,20,87
37014E23,21,58
37014E23,22,45
37014E23,23,22
37014E24,0,22
37014E24,1,11
37014E24,2,16
37014E24,3,27
