ENTOLLSTATIONHEX,EntryHour,EntryCount
37011A13,7,201
37011A13,8,200
37011A13,9,199
37011A13,10,208
37011A13,11,192
37011A13,12,207
37011A13,13,224
37011A13,14,251
37011A13,15,279
37011A13,16,410
37011A13,17,400
37011A13,18,137
37011A13,19,94
37011A13,20,65
37011A13,21,64
37011A13,22,52
37011A13,23,35
37011A14,0,44
37011A14,1,34
37011A14,2,12
37011A14,3,15
37011A14,4,32
37011A14,5,105
37011A14,6,267
37011A14,7,447
37011A14,8,566
37011A14,9,535
37011A14,10,423
37011A14,11,329
37011A14,12,442
37011A14,13,472
37011A14,14,530
37011A14,15,567
37011A14,16,767
37011A14,17,880
37011A14,18,325
37011A14,19,160
37011A14,20,156
37011A14,21,91
37011A14,22,61
37011A14,23,43
37011A15,0,132
37011A15,1,40
37011A15,2,23
37011A15,3,22
37011A15,4,18
37011A15,5,59
37011A15,6,88
37011A15,7,182
37011A15,8,328
37011A15,9,358
37011A15,10,309
37011A15,11,295
37011A15,12,372
37011A15,13,373
37011A15,14,425
37011A15,15,567
37011A15,16,851
37011A15,17,1096
37011A15,18,274
37011A15,19,156
37011A15,20,138
37011A15,21,89
37011A15,22,46
37011A15,23,36
37011A21,0,6
37011A21,1,7
37011A21,2,9
37011A21,3,8
37011A21,4,13
37011A21,5,30
37011A21,6,70
37011A21,7,111
37011A21,8,132
37011A21,9,146
37011A21,10,140
37011A21,11,100
37011A21,12,120
37011A21,13,111
37011A21,14,161
37011A21,15,154
37011A21,16,175
37011A21,17,144
37011A21,18,93
37011A21,19,65
37011A21,20,42
37011A21,21,27
37011A21,22,21
37011A21,23,7
37011A22,0,13
37011A22,1,12
37011A22,2,11
37011A22,3,21
37011A22,4,21
37011A22,5,102
37011A22,6,298
37011A22,7,380
37011A22,8,369
37011A22,9,356
37011A22,10,368
37011A22,11,303
37011A22,12,327
37011A22,13,393
37011A22,14,467
37011A22,15,455
37011A22,16,605
37011A22,17,693
37011A22,18,351
37011A22,19,173
37011A22,20,150
37011A22,21,137
37011A22,22,102
37011A22,23,35
37011C11,0,108
37011C11,1,84
37011C11,2,82
37011C11,3,82
37011C11,4,111
37011C11,5,357
37011C11,6,1020
37011C11,7,1463
37011C11,8,1674
37011C11,9,1449
37011C11,10,1045
37011C11,11,844
37011C11,12,817
37011C11,13,804
37011C11,14,1062
37011C11,15,935
37011C11,16,917
37011C11,17,884
37011C11,18,659
37011C11,19,499
37011C11,20,397
37011C11,21,414
37011C11,22,327
37011C11,23,185
37011E11,0,78
37011E11,1,61
37011E11,2,30
37011E11,3,48
37011E11,4,92
37011E11,5,229
37011E11,6,711
37011E11,7,1487
37011E11,8,1755
37011E11,9,1723
37011E11,10,1459
37011E11,11,1236
37011E11,12,1244
37011E11,13,1289
37011E11,14,1537
37011E11,15,1682
37011E11,16,1573
37011E11,17,1364
37011E11,18,985
37011E11,19,523
37011E11,20,506
37011E11,21,412
37011E11,22,231
37011E11,23,138
37011E12,0,10
37011E12,1,14
37011E12,2,14
37011E12,3,9
37011E12,4,27
37011E12,5,48
37011E12,6,123
37011E12,7,241
37011E12,8,233
37011E12,9,222
37011E12,10,284
37011E12,11,234
37011E12,12,217
37011E12,13,315
37011E12,14,316
37011E12,15,457
37011E12,16,530
37011E12,17,696
37011E12,18,299
37011E12,19,141
37011E12,20,102
37011E12,21,83
37011E12,22,50
37011E12,23,27
37011E21,0,15
37011E21,1,18
37011E21,2,10
37011E21,3,9
37011E21,4,26
37011E21,5,50
37011E21,6,107
37011E21,7,175
37011E21,8,187
37011E21,9,249
37011E21,10,225
37011E21,11,202
37011E21,12,187
37011E21,13,277
37011E21,14,266
37011E21,15,342
37011E21,16,396
37011E21,17,444
37011E21,18,210
37011E21,19,140
37011E21,20,98
37011E21,21,68
37011E21,22,37
37011E21,23,20
37011E22,0,55
37011E22,1,28
37011E22,2,23
37011E22,3,27
37011E22,4,48
37011E22,5,135
37011E22,6,319
37011E22,7,723
37011E22,8,709
37011E22,9,650
37011E22,10,624
37011E22,11,452
37011E22,12,440
37011E22,13,573
37011E22,14,572
37011E22,15,626
37011E22,16,693
37011E22,17,644
37011E22,18,369
37011E22,19,211
37011E22,20,165
37011E22,21,132
37011E22,22,74
37011E22,23,46
37012011,0,11
37012011,1,2
37012011,2,2
37012011,3,14
37012011,4,23
37012011,5,24
37012011,6,62
37012011,7,121
37012011,8,151
37012011,9,140
37012011,10,166
37012011,11,146
37012011,12,147
37012011,13,142
37012011,14,181
37012011,15,168
37012011,16,177
37012011,17,142
37012011,18,106
37012011,19,67
37012011,20,67
37012011,21,29
37012011,22,22
37012011,23,19
37012012,2,3
37012012,3,1
37012012,4,4
37012012,5,4
37012012,6,7
37012012,7,3
37012012,8,12
37012012,9,15
37012012,10,7
37012012,11,15
37012012,12,12
37012012,13,19
37012012,14,16
37012012,15,18
37012012,16,16
37012012,17,14
37012012,18,10
37012012,19,4
37012012,20,6
37012012,21,5
37012012,22,1
37012012,23,1
37012013,6,1
37012013,7,1
37012013,9,1
37012013,10,1
37012013,14,1
37012014,7,1
37012014,8,3
37012014,14,2
37012014,15,2
37012014,16,2
37012014,19,1
37012014,22,1
37012014,23,1
37012015,0,14
37012015,1,14
37012015,2,10
37012015,3,19
37012015,4,17
37012015,5,32
37012015,6,92
37012015,7,196
37012015,8,229
37012015,9,296
37012015,10,268
37012015,11,222
37012015,12,245
37012015,13,231
37012015,14,322
37012015,15,343
37012015,16,387
37012015,17,287
37012015,18,243
37012015,19,121
37012015,20,136
37012015,21,70
37012015,22,33
37012015,23,21
37012016,0,7
37012016,1,9
37012016,2,15
37012016,3,20
37012016,4,15
37012016,5,24
37012016,6,38
37012016,7,75
37012016,8,81
37012016,9,111
37012016,10,102
37012016,11,97
37012016,12,90
37012016,13,127
37012016,14,147
37012016,15,153
37012016,16,127
37012016,17,121
37012016,18,89
37012016,19,60
37012016,20,31
37012016,21,26
37012016,22,15
37012016,23,15
37012017,0,3
37012017,1,3
37012017,2,1
37012017,3,4
37012017,4,10
37012017,5,9
37012017,6,24
37012017,7,52
37012017,8,62
37012017,9,56
37012017,10,57
37012017,11,65
37012017,12,54
37012017,13,90
37012017,14,78
37012017,15,79
37012017,16,88
37012017,17,66
37012017,18,41
37012017,19,29
37012017,20,25
37012017,21,16
37012017,22,10
37012017,23,3
37012018,18,1
37012411,0,45
37012411,1,27
37012411,2,24
37012411,3,42
37012411,4,91
37012411,5,285
37012411,6,425
37012411,7,705
37012411,8,679
37012411,9,627
37012411,10,739
37012411,11,605
37012411,12,539
37012411,13,732
37012411,14,808
37012411,15,836
37012411,16,1009
37012411,17,1094
37012411,18,620
37012411,19,407
37012411,20,293
37012411,21,185
37012411,22,128
37012411,23,78
37012421,0,16
37012421,1,11
37012421,2,7
37012421,3,10
37012421,4,25
37012421,5,64
37012421,6,106
37012421,7,165
37012421,8,222
37012421,9,228
37012421,10,212
37012421,11,185
37012421,12,191
37012421,13,237
37012421,14,285
37012421,15,258
37012421,16,251
37012421,17,213
37012421,18,108
37012421,19,87
37012421,20,60
37012421,21,64
37012421,22,28
37012421,23,19
37012422,0,24
37012422,1,18
37012422,2,17
37012422,3,31
37012422,4,102
37012422,5,297
37012422,6,463
37012422,7,641
37012422,8,688
37012422,9,591
37012422,10,480
37012422,11,426
37012422,12,463
37012422,13,551
37012422,14,601
37012422,15,569
37012422,16,451
37012422,17,431
37012422,18,252
37012422,19,188
37012422,20,141
37012422,21,118
37012422,22,53
37012422,23,38
37012423,0,29
37012423,1,39
37012423,2,22
37012423,3,45
37012423,4,79
37012423,5,155
37012423,6,388
37012423,7,660
37012423,8,699
37012423,9,593
37012423,10,485
37012423,11,366
37012423,12,419
37012423,13,503
37012423,14,561
37012423,15,539
37012423,16,526
37012423,17,467
37012423,18,266
37012423,19,216
37012423,20,140
37012423,21,107
37012423,22,72
37012423,23,45
37012424,0,16
37012424,1,12
37012424,2,13
37012424,3,24
37012424,4,39
37012424,5,68
37012424,6,103
37012424,7,203
37012424,8,215
37012424,9,237
37012424,10,265
37012424,11,222
37012424,12,226
37012424,13,335
37012424,14,372
37012424,15,422
37012424,16,592
37012424,17,455
37012424,18,185
37012424,19,123
37012424,20,106
37012424,21,59
37012424,22,29
37012424,23,14
37012431,0,13
37012431,1,19
37012431,2,15
37012431,3,26
37012431,4,96
37012431,5,118
37012431,6,136
37012431,7,158
37012431,8,216
37012431,9,224
37012431,10,231
37012431,11,165
37012431,12,184
37012431,13,202
37012431,14,230
37012431,15,194
37012431,16,192
37012431,17,170
37012431,18,110
37012431,19,96
37012431,20,80
37012431,21,51
37012431,22,33
37012431,23,24
37012432,0,43
37012432,1,39
37012432,2,43
37012432,3,51
37012432,4,89
37012432,5,161
37012432,6,225
37012432,7,235
37012432,8,318
37012432,9,300
37012432,10,287
37012432,11,257
37012432,12,256
37012432,13,329
37012432,14,383
37012432,15,434
37012432,16,473
37012432,17,377
37012432,18,220
37012432,19,151
37012432,20,140
37012432,21,108
37012432,22,88
37012432,23,62
37012441,0,18
37012441,1,11
37012441,2,18
37012441,3,22
37012441,4,53
37012441,5,98
37012441,6,107
37012441,7,150
37012441,8,179
37012441,9,237
37012441,10,217
37012441,11,150
37012441,12,138
37012441,13,208
37012441,14,298
37012441,15,346
37012441,16,292
37012441,17,210
37012441,18,161
37012441,19,133
37012441,20,102
37012441,21,65
37012441,22,54
37012441,23,37
37012442,0,21
37012442,1,30
37012442,2,32
37012442,3,38
37012442,4,54
37012442,5,90
37012442,6,174
37012442,7,194
37012442,8,305
37012442,9,263
37012442,10,282
37012442,11,203
37012442,12,197
37012442,13,257
37012442,14,288
37012442,15,290
37012442,16,274
37012442,17,225
37012442,18,107
37012442,19,92
37012442,20,77
37012442,21,64
37012442,22,39
37012442,23,28
37012443,0,95
37012443,1,53
37012443,2,57
37012443,3,59
37012443,4,146
37012443,5,252
37012443,6,529
37012443,7,711
37012443,8,934
37012443,9,827
37012443,10,750
37012443,11,606
37012443,12,621
37012443,13,751
37012443,14,810
37012443,15,765
37012443,16,763
37012443,17,664
37012443,18,428
37012443,19,275
37012443,20,227
37012443,21,175
37012443,22,139
37012443,23,114
37012444,0,45
37012444,1,44
37012444,2,50
37012444,3,54
37012444,4,187
37012444,5,329
37012444,6,543
37012444,7,768
37012444,8,953
37012444,9,821
37012444,10,745
37012444,11,604
37012444,12,656
37012444,13,771
37012444,14,891
37012444,15,826
37012444,16,869
37012444,17,661
37012444,18,412
37012444,19,330
37012444,20,253
37012444,21,181
37012444,22,111
37012444,23,94
37012445,0,40
37012445,1,29
37012445,2,22
37012445,3,27
37012445,4,94
37012445,5,157
37012445,6,280
37012445,7,328
37012445,8,356
37012445,9,325
37012445,10,299
37012445,11,262
37012445,12,287
37012445,13,286
37012445,14,384
37012445,15,368
37012445,16,328
37012445,17,280
37012445,18,180
37012445,19,153
37012445,20,122
37012445,21,79
37012445,22,62
37012445,23,41
37012451,0,38
37012451,1,39
37012451,2,42
37012451,3,54
37012451,4,132
37012451,5,208
37012451,6,248
37012451,7,290
37012451,8,323
37012451,9,349
37012451,10,350
37012451,11,314
37012451,12,309
37012451,13,361
37012451,14,399
37012451,15,425
37012451,16,485
37012451,17,434
37012451,18,255
37012451,19,189
37012451,20,140
37012451,21,124
37012451,22,93
37012451,23,45
37012452,0,35
37012452,1,28
37012452,2,20
37012452,3,28
37012452,4,45
37012452,5,107
37012452,6,236
37012452,7,423
37012452,8,498
37012452,9,377
37012452,10,392
37012452,11,362
37012452,12,354
37012452,13,415
37012452,14,426
37012452,15,522
37012452,16,652
37012452,17,736
37012452,18,382
37012452,19,171
37012452,20,130
37012452,21,127
37012452,22,78
37012452,23,45
37012611,0,26
37012611,1,20
37012611,2,22
37012611,3,15
37012611,4,41
37012611,5,96
37012611,6,280
37012611,7,374
37012611,8,569
37012611,9,426
37012611,10,443
37012611,11,450
37012611,12,492
37012611,13,592
37012611,14,612
37012611,15,653
37012611,16,630
37012611,17,489
37012611,18,272
37012611,19,155
37012611,20,78
37012611,21,74
37012611,22,39
37012611,23,26
37012612,0,14
37012612,1,8
37012612,2,9
37012612,3,21
37012612,4,39
37012612,5,67
37012612,6,227
37012612,7,362
37012612,8,373
37012612,9,335
37012612,10,284
37012612,11,268
37012612,12,284
37012612,13,341
37012612,14,369
37012612,15,379
37012612,16,535
37012612,17,549
37012612,18,194
37012612,19,123
37012612,20,65
37012612,21,66
37012612,22,33
37012612,23,22
37012613,0,9
37012613,1,8
37012613,2,7
37012613,3,17
37012613,4,22
37012613,5,81
37012613,6,142
37012613,7,271
37012613,8,293
37012613,9,285
37012613,10,266
37012613,11,256
37012613,12,215
37012613,13,258
37012613,14,287
37012613,15,327
37012613,16,429
37012613,17,455
37012613,18,201
37012613,19,108
37012613,20,72
37012613,21,48
37012613,22,23
37012613,23,9
37012614,0,7
37012614,1,11
37012614,2,21
37012614,3,16
37012614,4,12
37012614,5,34
37012614,6,84
37012614,7,106
37012614,8,117
37012614,9,110
37012614,10,114
37012614,11,102
37012614,12,145
37012614,13,101
37012614,14,99
37012614,15,123
37012614,16,123
37012614,17,99
37012614,18,76
37012614,19,61
37012614,20,54
37012614,21,26
37012614,22,15
37012614,23,22
37012621,0,15
37012621,1,16
37012621,2,15
37012621,3,12
37012621,4,36
37012621,5,122
37012621,6,156
37012621,7,192
37012621,8,216
37012621,9,182
37012621,10,172
37012621,11,174
37012621,12,179
37012621,13,231
37012621,14,263
37012621,15,285
37012621,16,276
37012621,17,188
37012621,18,102
37012621,19,90
37012621,20,49
37012621,21,42
37012621,22,27
37012621,23,15
37012622,0,6
37012622,1,10
37012622,2,11
37012622,3,10
37012622,4,10
37012622,5,26
37012622,6,59
37012622,7,61
37012622,8,56
37012622,9,79
37012622,10,58
37012622,11,84
37012622,12,76
37012622,13,57
37012622,14,100
37012622,15,116
37012622,16,108
37012622,17,73
37012622,18,42
37012622,19,31
37012622,20,30
37012622,21,12
37012622,22,8
37012622,23,10
37012623,0,33
37012623,1,16
37012623,2,23
37012623,3,32
37012623,4,29
37012623,5,82
37012623,6,183
37012623,7,216
37012623,8,278
37012623,9,284
37012623,10,294
37012623,11,274
37012623,12,241
37012623,13,284
37012623,14,295
37012623,15,335
37012623,16,583
37012623,17,425
37012623,18,151
37012623,19,142
37012623,20,107
37012623,21,52
37012623,22,60
37012623,23,34
37012624,0,32
37012624,1,18
37012624,2,22
37012624,3,25
37012624,4,36
37012624,5,75
37012624,6,244
37012624,7,450
37012624,8,372
37012624,9,351
37012624,10,363
37012624,11,344
37012624,12,346
37012624,13,401
37012624,14,400
37012624,15,463
37012624,16,669
37012624,17,544
37012624,18,263
37012624,19,217
37012624,20,181
37012624,21,109
37012624,22,44
37012624,23,41
37012625,0,23
37012625,1,24
37012625,2,21
37012625,3,34
37012625,4,65
37012625,5,158
37012625,6,509
37012625,7,887
37012625,8,764
37012625,9,634
37012625,10,499
37012625,11,413
37012625,12,365
37012625,13,423
37012625,14,439
37012625,15,470
37012625,16,465
37012625,17,475
37012625,18,240
37012625,19,175
37012625,20,109
37012625,21,114
37012625,22,52
37012625,23,33
37012626,0,29
37012626,1,14
37012626,2,32
37012626,3,30
37012626,4,60
37012626,5,140
37012626,6,434
37012626,7,785
37012626,8,907
37012626,9,711
37012626,10,643
37012626,11,434
37012626,12,549
37012626,13,595
37012626,14,639
37012626,15,682
37012626,16,705
37012626,17,654
37012626,18,361
37012626,19,259
37012626,20,190
37012626,21,121
37012626,22,74
37012626,23,42
37012627,0,13
37012627,1,7
37012627,2,19
37012627,3,21
37012627,4,19
37012627,5,42
37012627,6,82
37012627,7,136
37012627,8,220
37012627,9,204
37012627,10,153
37012627,11,150
37012627,12,152
37012627,13,161
37012627,14,198
37012627,15,208
37012627,16,215
37012627,17,190
37012627,18,95
37012627,19,71
37012627,20,78
37012627,21,40
37012627,22,18
37012627,23,12
37012631,0,19
37012631,1,14
37012631,2,8
37012631,3,14
37012631,4,55
37012631,5,87
37012631,6,129
37012631,7,159
37012631,8,236
37012631,9,185
37012631,10,153
37012631,11,138
37012631,12,130
37012631,13,157
37012631,14,190
37012631,15,179
37012631,16,154
37012631,17,187
37012631,18,102
37012631,19,67
37012631,20,96
37012631,21,68
37012631,22,53
37012631,23,23
37012632,0,51
37012632,1,23
37012632,2,38
37012632,3,36
37012632,4,39
37012632,5,88
37012632,6,256
37012632,7,371
37012632,8,432
37012632,9,417
37012632,10,404
37012632,11,374
37012632,12,358
37012632,13,439
37012632,14,501
37012632,15,476
37012632,16,450
37012632,17,350
37012632,18,227
37012632,19,133
37012632,20,129
37012632,21,63
37012632,22,50
37012632,23,41
37012811,0,9
37012811,1,7
37012811,2,9
37012811,3,10
37012811,4,12
37012811,5,18
37012811,6,53
37012811,7,84
37012811,8,107
37012811,9,104
37012811,10,105
37012811,11,77
37012811,12,94
37012811,13,133
37012811,14,152
37012811,15,141
37012811,16,168
37012811,17,135
37012811,18,65
37012811,19,49
37012811,20,19
37012811,21,34
37012811,22,19
37012811,23,14
37012812,0,2
37012812,1,12
37012812,2,15
37012812,3,8
37012812,4,20
37012812,5,28
37012812,6,98
37012812,7,140
37012812,8,169
37012812,9,174
37012812,10,174
37012812,11,150
37012812,12,169
37012812,13,184
37012812,14,185
37012812,15,172
37012812,16,195
37012812,17,184
37012812,18,104
37012812,19,59
37012812,20,48
37012812,21,42
37012812,22,26
37012812,23,13
37012813,0,38
37012813,1,36
37012813,2,24
37012813,3,15
37012813,4,45
37012813,5,71
37012813,6,221
37012813,7,451
37012813,8,466
37012813,9,515
37012813,10,468
37012813,11,371
37012813,12,381
37012813,13,435
37012813,14,466
37012813,15,512
37012813,16,553
37012813,17,450
37012813,18,236
37012813,19,186
37012813,20,109
37012813,21,116
37012813,22,79
37012813,23,38
37012814,0,100
37012814,1,102
37012814,2,105
37012814,3,93
37012814,4,121
37012814,5,127
37012814,6,680
37012814,7,641
37012814,8,549
37012814,9,635
37012814,10,733
37012814,11,761
37012814,12,721
37012814,13,726
37012814,14,724
37012814,15,816
37012814,16,786
37012814,17,756
37012814,18,590
37012814,19,603
37012814,20,504
37012814,21,525
37012814,22,402
37012814,23,202
37012815,0,48
37012815,1,36
37012815,2,21
37012815,3,42
37012815,4,101
37012815,5,163
37012815,6,558
37012815,7,742
37012815,8,723
37012815,9,633
37012815,10,590
37012815,11,523
37012815,12,602
37012815,13,700
37012815,14,651
37012815,15,638
37012815,16,693
37012815,17,577
37012815,18,383
37012815,19,248
37012815,20,181
37012815,21,107
37012815,22,111
37012815,23,73
37012816,0,20
37012816,1,16
37012816,2,6
37012816,3,24
37012816,4,43
37012816,5,59
37012816,6,281
37012816,7,406
37012816,8,409
37012816,9,445
37012816,10,434
37012816,11,367
37012816,12,431
37012816,13,475
37012816,14,461
37012816,15,462
37012816,16,469
37012816,17,422
37012816,18,369
37012816,19,267
37012816,20,220
37012816,21,160
37012816,22,167
37012816,23,100
37012A11,0,95
37012A11,1,62
37012A11,2,66
37012A11,3,62
37012A11,4,123
37012A11,5,288
37012A11,6,706
37012A11,7,1515
37012A11,8,1561
37012A11,9,1467
37012A11,10,1208
37012A11,11,960
37012A11,12,938
37012A11,13,1128
37012A11,14,1263
37012A11,15,1219
37012A11,16,1214
37012A11,17,1226
37012A11,18,997
37012A11,19,562
37012A11,20,441
37012A11,21,321
37012A11,22,250
37012A11,23,117
37012A12,0,40
37012A12,1,36
37012A12,2,52
37012A12,3,76
37012A12,4,75
37012A12,5,120
37012A12,6,234
37012A12,7,415
37012A12,8,467
37012A12,9,498
37012A12,10,491
37012A12,11,497
37012A12,12,500
37012A12,13,496
37012A12,14,545
37012A12,15,590
37012A12,16,715
37012A12,17,968
37012A12,18,503
37012A12,19,325
37012A12,20,180
37012A12,21,136
37012A12,22,98
37012A12,23,64
37012A13,0,63
37012A13,1,49
37012A13,2,33
37012A13,3,38
37012A13,4,62
37012A13,5,84
37012A13,6,226
37012A13,7,390
37012A13,8,406
37012A13,9,419
37012A13,10,501
37012A13,11,477
37012A13,12,412
37012A13,13,453
37012A13,14,468
37012A13,15,510
37012A13,16,615
37012A13,17,911
37012A13,18,424
37012A13,19,226
37012A13,20,200
37012A13,21,99
37012A13,22,102
37012A13,23,57
37012C11,0,80
37012C11,1,81
37012C11,2,51
37012C11,3,55
37012C11,4,75
37012C11,5,351
37012C11,6,1561
