HEX,Downstream_HEX,Probability
3C2508,3D250C,0.15000484959332697
3C2508,3D2509,2.771196186834047e-05
3C2511,3C2512,0.940881404514511
3C2511,3D2523,0.05911859548548907
3C2512,3C2513,0.9575396825396826
3C2512,3D2525,0.04246031746031746
3C2513,3C2537,0.6886543535620053
3C2513,3D8513,0.3113456464379947
3C2514,3C2515,0.945367027677497
3C2514,3D2529,0.054632972322503005
3C2515,3C2516,0.6891404403532778
3C2515,3D2535,0.31085955964672224
3C2516,3C4202,0.6845897030398875
3C2516,3C251E,0.27622561939905116
3C2516,3D420F,0.039184677561061323
3C2520,3C2501,0.9991709743489711
3C2520,3C2511,0.0008290256510289671
3C2522,3C2502,0.8152056081520561
3C2522,3D2510,0.1847943918479439
3C2524,3C2512,0.8501406187223784
3C2524,3D251C,0.14985938127762152
3C2526,3D251B,0.6417050691244239
3C2526,3C2513,0.358294930875576
3C2528,3D2538,0.620345140781108
3C2528,3C2514,0.3796548592188919
3C252A,3D2519,0.6363636363636364
3C252A,3C2515,0.36363636363636365
3C252C,3C2503,0.7528503973281124
3C252C,3D250F,0.2471496026718876
3C252E,3D250E,0.5951270088128564
3C252E,3C2504,0.4048729911871436
3C2530,3D250D,0.6450653289780681
3C2530,3C2505,0.3549346710219319
3C2532,3D250B,0.786616752456715
